filename,category
42901.wav,glass_breaking
42902.wav,glass_breaking
42903.wav,glass_breaking
42904.wav,glass_breaking
42906.wav,glass_breaking
42907.wav,glass_breaking
429130.wav,others
429176.wav,others
429181.wav,others
429312.wav,door_wood_knock
429405.wav,others
429671.wav,others
429691.wav,others
429919.wav,others
430599.wav,others
430627.wav,others
430702.wav,glass_breaking
431213.wav,others
431220.wav,others
431390.wav,others
431478.wav,others
43151.wav,others
431804.wav,others
432286.wav,others
432575.wav,others
432884.wav,others
433602.wav,others
433664.wav,others
434239.wav,others
434240.wav,others
434253.wav,others
43426.wav,others
434277.wav,others
434339.wav,others
434393.wav,others
434437.wav,glass_breaking
434438.wav,glass_breaking
434439.wav,glass_breaking
434440.wav,glass_breaking
434441.wav,glass_breaking
434442.wav,glass_breaking
434443.wav,glass_breaking
434444.wav,glass_breaking
434446.wav,glass_breaking
434447.wav,glass_breaking
434448.wav,glass_breaking
434449.wav,glass_breaking
434450.wav,glass_breaking
434451.wav,glass_breaking
434570.wav,others
435256.wav,others
435263.wav,others
435274.wav,others
43952.wav,others
44151.wav,others
44277.wav,others
44289.wav,others
44784.wav,others
44936.wav,others
45115.wav,others
45383.wav,others
45394.wav,others
45720.wav,others
45925.wav,others
46062.wav,others
46092.wav,siren
46115.wav,others
46129.wav,others
46136.wav,door_wood_knock
46198.wav,others
46256.wav,others
46266.wav,others
46267.wav,others
46327.wav,others
46333.wav,others
46624.wav,others
46684.wav,others
46690.wav,others
46691.wav,others
46787.wav,others
46792.wav,others
46911.wav,others
47012.wav,glass_breaking
47013.wav,glass_breaking
47372.wav,others
47459.wav,others
47521.wav,others
47598.wav,others
47929.wav,others
48024.wav,others
48151.wav,others
48989.wav,others
49177.wav,others
49425.wav,others
49725.wav,others
50362.wav,others
50414.wav,others
50789.wav,others
50803.wav,others
50890.wav,others
50915.wav,others
50920.wav,others
51020.wav,others
51028.wav,others
51095.wav,others
51143.wav,others
51209.wav,others
51319.wav,others
51425.wav,others
51438.wav,others
51707.wav,others
5181.wav,others
51810.wav,others
52042.wav,others
52266.wav,others
52290.wav,door_wood_knock
52295.wav,others
52308.wav,others
5314.wav,others
53166.wav,others
53181.wav,others
53383.wav,others
5351.wav,others
5354.wav,others
53675.wav,others
53764.wav,others
5379.wav,others
53797.wav,others
53882.wav,others
53947.wav,others
53979.wav,others
54240.wav,others
54398.wav,others
54578.wav,others
548.wav,others
54909.wav,others
54910.wav,others
55029.wav,others
55033.wav,others
55064.wav,others
55071.wav,others
55099.wav,others
55137.wav,others
55185.wav,others
55232.wav,others
55273.wav,others
55305.wav,others
55380.wav,others
55699.wav,others
55705.wav,others
55885.wav,others
55889.wav,others
55941.wav,others
55952.wav,others
55959.wav,others
55965.wav,others
55969.wav,others
55982.wav,others
55996.wav,others
56006.wav,others
56011.wav,others
56016.wav,others
56027.wav,others
56055.wav,others
56074.wav,others
56695.wav,others
56760.wav,others
56900.wav,others
57108.wav,others
57179.wav,others
57196.wav,others
57276.wav,others
57389.wav,others
57421.wav,others
57467.wav,others
57612.wav,others
57729.wav,others
57836.wav,others
57869.wav,others
57881.wav,others
58020.wav,others
58023.wav,others
58035.wav,others
58036.wav,others
58043.wav,others
58049.wav,others
58070.wav,others
58078.wav,others
58079.wav,others
58080.wav,others
58101.wav,others
58159.wav,others
58271.wav,others
58839.wav,others
58875.wav,others
59002.wav,others
59031.wav,others
59053.wav,others
59163.wav,others
59328.wav,others
59349.wav,others
59441.wav,others
59803.wav,others
59806.wav,others
60027.wav,others
60380.wav,others
60521.wav,others
60671.wav,others
60688.wav,others
60730.wav,others
60767.wav,others
60780.wav,others
60813.wav,others
60833.wav,others
61288.wav,others
61426.wav,others
61559.wav,others
61605.wav,others
61699.wav,others
61832.wav,others
61859.wav,others
61871.wav,others
61875.wav,others
61881.wav,others
61896.wav,others
61910.wav,others
61911.wav,others
62159.wav,others
62202.wav,others
62215.wav,others
62217.wav,others
62291.wav,others
6243.wav,others
62502.wav,others
62761.wav,others
62762.wav,others
62878.wav,siren
63478.wav,others
63482.wav,others
63518.wav,others
63612.wav,others
63621.wav,others
63637.wav,others
63708.wav,others
63814.wav,others
63831.wav,others
64005.wav,others
64007.wav,others
64008.wav,others
64011.wav,others
64155.wav,others
64182.wav,others
64231.wav,others
64243.wav,others
64257.wav,others
64263.wav,others
64265.wav,others
64267.wav,others
64276.wav,others
64329.wav,others
64523.wav,others
64703.wav,others
64716.wav,others
64731.wav,others
64734.wav,others
64736.wav,others
64770.wav,others
65151.wav,others
65152.wav,siren
65263.wav,others
65583.wav,others
65720.wav,others
65721.wav,others
65902.wav,glass_breaking
65903.wav,others
65918.wav,glass_breaking
65920.wav,others
65929.wav,siren
66116.wav,others
66435.wav,others
66518.wav,others
66519.wav,glass_breaking
66520.wav,glass_breaking
66752.wav,others
66870.wav,others
67129.wav,others
67358.wav,siren
67359.wav,siren
67422.wav,others
67448.wav,others
67474.wav,others
67508.wav,others
67522.wav,others
67571.wav,others
67581.wav,others
67682.wav,others
67710.wav,others
68136.wav,others
68449.wav,glass_breaking
68645.wav,others
68646.wav,others
68654.wav,glass_breaking
68696.wav,others
68702.wav,door_wood_knock
68739.wav,others
68938.wav,others
6895.wav,others
69157.wav,others
69207.wav,others
69209.wav,others
69527.wav,others
69552.wav,others
69607.wav,others
69614.wav,others
69663.wav,others
6987.wav,others
699.wav,others
70119.wav,others
70193.wav,others
70289.wav,others
70297.wav,others
70337.wav,others
70360.wav,others
70363.wav,others
70763.wav,others
70792.wav,others
70827.wav,others
70893.wav,others
71030.wav,others
71121.wav,others
71242.wav,others
71602.wav,others
71755.wav,others
71783.wav,others
71897.wav,glass_breaking
71924.wav,others
71934.wav,others
71947.wav,glass_breaking
72171.wav,others
72455.wav,others
72463.wav,others
72538.wav,others
73056.wav,others
73086.wav,others
73209.wav,others
73345.wav,others
73404.wav,others
74662.wav,others
74663.wav,others
74994.wav,others
75017.wav,others
75189.wav,others
75280.wav,others
75288.wav,others
75540.wav,others
75966.wav,others
75994.wav,others
76230.wav,others
76417.wav,others
7643.wav,others
76469.wav,others
76494.wav,others
7653.wav,others
76552.wav,others
76554.wav,others
7658.wav,others
76612.wav,others
76619.wav,others
76631.wav,others
76633.wav,others
76649.wav,others
76674.wav,others
76813.wav,door_wood_knock
77036.wav,others
77165.wav,door_wood_knock
7721.wav,others
7723.wav,others
77292.wav,others
77317.wav,others
77370.wav,others
77414.wav,others
7742.wav,others
77540.wav,others
77541.wav,others
77548.wav,others
77557.wav,others
77598.wav,others
77708.wav,others
77719.wav,others
77723.wav,others
77774.wav,others
77937.wav,others
7802.wav,others
78249.wav,others
78490.wav,others
78796.wav,others
7893.wav,others
79114.wav,others
79158.wav,others
79174.wav,others
79204.wav,others
79207.wav,others
79379.wav,others
79386.wav,others
7946.wav,others
79611.wav,others
7973.wav,others
79775.wav,others
79782.wav,others
79931.wav,others
7996.wav,others
80373.wav,others
80380.wav,others
80500.wav,others
80638.wav,others
80700.wav,others
80781.wav,others
80790.wav,others
80949.wav,others
81001.wav,door_wood_knock
81029.wav,others
81194.wav,others
81474.wav,others
81480.wav,others
81652.wav,others
81676.wav,others
81738.wav,others
81972.wav,others
82121.wav,others
82383.wav,others
82498.wav,others
82678.wav,others
82687.wav,others
82730.wav,others
82802.wav,others
82817.wav,door_wood_knock
82901.wav,others
82988.wav,others
83241.wav,door_wood_knock
83285.wav,others
83479.wav,door_wood_knock
83497.wav,others
8360.wav,others
83675.wav,others
8370.wav,others
83710.wav,others
83790.wav,others
83813.wav,others
83882.wav,others
83901.wav,others
84536.wav,glass_breaking
84669.wav,others
84671.wav,others
84702.wav,glass_breaking
84704.wav,glass_breaking
84705.wav,glass_breaking
84974.wav,others
85016.wav,door_wood_knock
85107.wav,glass_breaking
85158.wav,others
85168.wav,glass_breaking
85184.wav,glass_breaking
85214.wav,others
85253.wav,door_wood_knock
85312.wav,others
85333.wav,others
85538.wav,others
85550.wav,glass_breaking
85603.wav,others
85655.wav,others
85795.wav,others
85796.wav,others
85804.wav,others
85821.wav,others
85822.wav,others
85873.wav,others
85883.wav,others
85888.wav,others
85892.wav,others
85917.wav,others
85919.wav,door_wood_knock
85966.wav,others
86127.wav,others
86418.wav,others
86453.wav,others
86455.wav,others
86461.wav,others
86655.wav,others
86787.wav,others
86794.wav,others
86953.wav,others
87393.wav,siren
87635.wav,others
87681.wav,others
87799.wav,others
87967.wav,others
88121.wav,siren
88142.wav,others
88144.wav,others
88169.wav,others
88673.wav,others
88686.wav,others
88800.wav,glass_breaking
88806.wav,glass_breaking
88808.wav,glass_breaking
88809.wav,glass_breaking
88851.wav,others
88917.wav,glass_breaking
88920.wav,glass_breaking
88921.wav,glass_breaking
88922.wav,glass_breaking
88923.wav,glass_breaking
88924.wav,glass_breaking
88925.wav,glass_breaking
88926.wav,glass_breaking
88927.wav,glass_breaking
88928.wav,glass_breaking
88931.wav,glass_breaking
88932.wav,glass_breaking
88933.wav,glass_breaking
88935.wav,glass_breaking
88936.wav,glass_breaking
88937.wav,glass_breaking
88941.wav,glass_breaking
88942.wav,glass_breaking
88944.wav,glass_breaking
88945.wav,glass_breaking
88948.wav,glass_breaking
88949.wav,glass_breaking
88950.wav,glass_breaking
88996.wav,others
89099.wav,others
89141.wav,others
89504.wav,others
89597.wav,others
89651.wav,others
89682.wav,siren
89683.wav,siren
89796.wav,others
89887.wav,glass_breaking
89888.wav,glass_breaking
89889.wav,glass_breaking
89890.wav,glass_breaking
89891.wav,glass_breaking
89894.wav,glass_breaking
89895.wav,glass_breaking
89900.wav,glass_breaking
89901.wav,glass_breaking
89902.wav,glass_breaking
89903.wav,glass_breaking
89904.wav,glass_breaking
89905.wav,glass_breaking
89956.wav,others
90206.wav,others
90543.wav,others
90547.wav,others
90557.wav,others
90864.wav,others
90972.wav,others
90998.wav,others
91040.wav,others
91082.wav,others
91169.wav,others
91179.wav,others
91455.wav,others
91520.wav,others
91623.wav,others
91810.wav,others
9185.wav,others
91924.wav,others
92019.wav,glass_breaking
92186.wav,others
92267.wav,others
92313.wav,others
92374.wav,others
92386.wav,others
92405.wav,others
92571.wav,others
92600.wav,others
92601.wav,others
92642.wav,glass_breaking
92643.wav,glass_breaking
92644.wav,glass_breaking
92852.wav,others
92863.wav,others
92931.wav,others
92939.wav,others
92945.wav,others
92961.wav,others
92971.wav,others
93023.wav,others
93146.wav,others
93162.wav,others
93165.wav,others
93299.wav,glass_breaking
93384.wav,others
93449.wav,glass_breaking
93569.wav,others
93639.wav,siren
93643.wav,siren
93662.wav,others
93676.wav,siren
9386.wav,others
93865.wav,others
93899.wav,others
93946.wav,others
93964.wav,glass_breaking
94265.wav,others
9428.wav,others
9432.wav,others
9433.wav,others
94345.wav,others
94701.wav,others
94735.wav,others
94789.wav,door_wood_knock
94812.wav,others
94830.wav,others
94993.wav,others
95003.wav,others
95058.wav,others
95078.wav,glass_breaking
9508.wav,others
95113.wav,others
95433.wav,others
95562.wav,others
95568.wav,others
9557.wav,others
95662.wav,others
95676.wav,others
95680.wav,others
95722.wav,others
95749.wav,others
95752.wav,others
95936.wav,others
96092.wav,others
96097.wav,others
96106.wav,others
96109.wav,others
96114.wav,others
96400.wav,others
96564.wav,others
9662.wav,others
96643.wav,others
9704.wav,others
97150.wav,others
97152.wav,others
97218.wav,others
97224.wav,others
97225.wav,others
97525.wav,others
97562.wav,others
97595.wav,others
97624.wav,others
97650.wav,others
98121.wav,others
98247.wav,others
98411.wav,others
98536.wav,siren
98674.wav,others
98693.wav,others
98762.wav,others
98786.wav,others
99084.wav,others
99166.wav,others
99168.wav,others
99254.wav,others
99706.wav,others
99724.wav,others
99770.wav,others
9981.wav,others
106803.wav,doorbell
110165.wav,doorbell
123350.wav,doorbell
125967.wav,doorbell
151893.wav,doorbell
163730.wav,doorbell
171755.wav,doorbell
177875.wav,doorbell
192761.wav,doorbell
196368.wav,doorbell
196370.wav,doorbell
196371.wav,doorbell
196373.wav,doorbell
196374.wav,doorbell
196375.wav,doorbell
196376.wav,doorbell
196377.wav,doorbell
196378.wav,doorbell
196379.wav,doorbell
196380.wav,doorbell
20285.wav,doorbell
203941.wav,doorbell
203942.wav,doorbell
203943.wav,doorbell
203944.wav,doorbell
203945.wav,doorbell
203946.wav,doorbell
203947.wav,doorbell
203948.wav,doorbell
205949.wav,doorbell
212127.wav,doorbell
212128.wav,doorbell
212129.wav,doorbell
218317.wav,doorbell
21985.wav,doorbell
21986.wav,doorbell
223671.wav,doorbell
223672.wav,doorbell
223673.wav,doorbell
242494.wav,doorbell
249303.wav,doorbell
253982.wav,doorbell
268074.wav,doorbell
268076.wav,doorbell
275068.wav,doorbell
275069.wav,doorbell
275070.wav,doorbell
275071.wav,doorbell
275072.wav,doorbell
275564.wav,doorbell
275565.wav,doorbell
275566.wav,doorbell
275568.wav,doorbell
275569.wav,doorbell
275570.wav,doorbell
275571.wav,doorbell
275629.wav,doorbell
277510.wav,doorbell
29726.wav,doorbell
31133.wav,doorbell
319041.wav,doorbell
331569.wav,doorbell
332858.wav,doorbell
347216.wav,doorbell
347217.wav,doorbell
347677.wav,doorbell
361564.wav,doorbell
383976.wav,doorbell
399205.wav,doorbell
403439.wav,doorbell
407637.wav,doorbell
411517.wav,doorbell
411519.wav,doorbell
411521.wav,doorbell
415164.wav,doorbell
41629.wav,doorbell
417858.wav,doorbell
418074.wav,doorbell
418867.wav,doorbell
422668.wav,doorbell
426019.wav,doorbell
69181.wav,doorbell
69182.wav,doorbell
69184.wav,doorbell
69185.wav,doorbell
70102.wav,doorbell
76925.wav,doorbell
77892.wav,doorbell
79180.wav,doorbell
81072.wav,doorbell
87151.wav,doorbell
88243.wav,doorbell
93646.wav,doorbell
31775.wav,doorbell
330400.wav,doorbell
332563.wav,doorbell
131560.wav,doorbell
263078.wav,doorbell
403213.wav,doorbell
69384.wav,doorbell
397919.wav,doorbell
345275.wav,doorbell
397621.wav,doorbell
2539.wav,doorbell
57771.wav,doorbell
342654.wav,doorbell
118101.wav,doorbell
131989.wav,doorbell
400695.wav,doorbell
399092.wav,doorbell
365575.wav,doorbell
347400.wav,doorbell
69385.wav,doorbell
69386.wav,doorbell
410384.wav,doorbell
317330.wav,doorbell
53268.wav,doorbell
119958.wav,doorbell
106270.wav,doorbell
331680.wav,doorbell
348322.wav,doorbell
81065.wav,doorbell
131641.wav,doorbell
131642.wav,doorbell
131643.wav,doorbell
168028.wav,doorbell
168029.wav,doorbell
426594.wav,doorbell
393333.wav,doorbell
